Night Raiders,,,critic,"
The originality of the ending, which is a genuine and clever surprise, shows how cliched apocalyptic shoot-'em-ups have become.
 "
Night Raiders,,,critic,"
With impressive performances by the ensemble cast, Night Raiders is an exciting addition to the rising body of indigenous genre films, firmly establishing Goulet as a thrilling -- and skillful -- storyteller.
 "
Beans,93,,critic,"
On the strength of its performances and overall filmmaking, Beans successfully weaves together an affecting drama.
 "
Beans,93,,critic,"
Will get passed around between teenage girls the way Judy Blume books did back in the day.
 "
Beans,93,,critic,"
Tracey Deer uses her background as a documentary filmmaker to good effect in editing together news footage of the protests and fights... ultimately a powerful and compelling film.
 "
Beans,93,,critic,"
Deer lays out an incredible arc of self-discovery for Beans, and the journey is relatable from start to finish.
 "
Beans,93,,critic,"
An eye-opening and compelling story about the weight and oppression of racism, and the courage it takes to build a self in spite of it all.
 "
Beans,93,,critic,"
I left thinking who was this made for? It's definitely not for kids and it sure wasn't for me.
 "
Beans,93,,critic,"
Fueled and propelled by the personal experiences it is based on, Beans is a deeply moving film, wrenching the heart as well as the gut in its raw urgency.
 "
Beans,93,,critic,"
Beans achieves the laudable task of astutely dealing with an assortment of pertinent issues.
 "
Beans,93,,critic,"
Tracey Deer's Beans is a flawed but incredibly moving about a 12-year-old Mohawk girl's political awakening during the Oka crisis.
 "
Beans,93,,critic,"
It is easy to tell that Deer put her absolute all into Beans and created a piece of art that is a stirring and eye-opening masterpiece.
 "
Beans,93,,critic,"
After almost a century of inaccurate representation, Beans is evidence that we have entered a Native cinema renaissance.
 "
Beans,93,,critic,"
If rendering their stories artfully through a camera lens opens just one mind, then ""Beans"" is already an unmitigated triumph.
 "
Beans,93,,critic,"
Oddly listless and dramatically inert, leaving the unfortunate impression that the Mohawk uprising and its enduring legacy deserve a film that offers more than good intentions.
 "
Beans,93,,critic,"
An affecting personal spin on recent history.
 "
Beans,93,,critic,"
Not that we needed any convincing, but Deer makes a strong argument for why representation and culturally-specific storytelling needs to be a vital part of cinema.
 "
Beans,93,,critic,"
Kiawentiio is a gem.
 "
Beans,93,,critic,"
Drawing upon her documentary roots, and her experience growing up in the Kahnawake Mohawk Territory, Beans poignantly intersects the personal and political.
 "
Beans,93,,critic,"
An accessible, unsanitized drama foregrounding Indigenous experience - one that doesn't hedge on depicting embedded Québécois racism and discrimination - [director Tracey Deer] is staking out a fertile patch of filmmaking terrain.
 "
Beans,93,,critic,"
Deer's Beans exults as a sweet debut for both her and Kiawentiio.
 "
Beans,93,,critic,"
Beans is simultaneously a metaphor for what's happening and a depiction of its horrors [that's] astutely rendered and universally understood.
 "
"Moon, 66 Questions",100,,critic,"
A captivating and painful film about repressed trauma that explores miscommunication as a basis for understanding family relationships. [Full review in Spanish]
 "
"Moon, 66 Questions",100,,critic,"
Moon, 66 Questions comes down to a predictable and inevitable end but I would be lying if I said I wasn't moved by it.
 "
"Moon, 66 Questions",100,,critic,"
The tidal currents of Moon, 66 Questions gently pull us out into an ocean of captivating gaps, ellipses and silences, granting an enormously rich emotional rich experience for those willing to go with its flow.
 "
"Moon, 66 Questions",100,,critic,"
Delicate and empathetic, Moon, 66 Questions is an impressive debut feature. Part coming-of-age, part illness narrative, the film is above all an intimate portrait of Artemis as she is forced to reevaluate her relationship with her father.
 "
"Moon, 66 Questions",100,,critic,"
Jacqueline Lentzou's intriguing, unconventional feature debut eschews anything as trite as a big emotional rapprochement, but it does ultimately carve out a shared emotional space for the pair.
 "
Memory Box,89,,critic,"
There's an amazing shot of Raja and Maia on his motorbike, racing down a city promenade as bullets whiz through the air around them.
 "
Memory Box,89,,critic,"
It's introspective, affecting, and an visually inventive depiction of how memory, good or bad, plays a huge part in shaping us in the present. Hadjithomas and Joreige have done it again.
 "
Memory Box,89,,critic,"
Ultimately transcending the personal, Memory Box documents a greater part of Lebanese history through the lives of its characters. The film itself becomes a curated time capsule, filled with sensual and visual impressions that last long after viewing.
 "
Memory Box,89,,critic,"
Memory Box brings buried memories back to life in its tale of New Wave teen dreams (and nightmares) in wartime Beirut in a fresh, poignant and deeply personal way.
 "
Memory Box,89,,critic,"
A monotony sets in with Memory Box and ultimately feels like an intimate portrait more meaningful for its makers than the audience.
 "
Memory Box,89,,critic,"
Becomes an intoxicating cocktail of recollections while also addressing how different generations process the touchstone triggers of memory.
 "
Memory Box,89,,critic,"
This affecting drama tackles intergenerational trauma while espousing the value of preserving the past for future generations.
 "
Memory Box,89,,critic,"
A warm, dense tale about women.
 "
Memory Box,89,,critic,"
The film overcomes a conventional set-up and framework to blossom into an imaginative and touching evocation of her Beirut adolescence in the 1980s.
 "
Language Lessons,91,,critic,"
It's fascinating to see how well some filmmakers are working within the pandemic restraints, and Ms. Morales does the most possible for her film with what it's got to use.
 "
Language Lessons,91,,critic,"
What could have been a topical, forgettable sketch winds up speaking to an anxiety and pain that's true and universal.
 "
Language Lessons,91,,critic,"
This exceedingly modest tale of a Spanish-language instructor and pupil who meet online becomes more genially engaging as it goes along, although it never aims very high other than as a technical experiment that more or less succeeds.
 "
Language Lessons,91,,critic,"
A charming small-scale production made to be viewed on a laptop screen, Language Lessons is still an admirable feat, successfully highlighting the importance of emotional connections above anything else.
 "
Language Lessons,91,,critic,"
Language Lessons reduces me to monosyllables; it is just pure and good and hard and kind and - ultimately - just so, so, so real.
 "
Language Lessons,91,,critic,"
Language Lessons find the ways in which words can fail us in times of uncertainty, but expresses itself with impressive clarity.
 "
Language Lessons,91,,critic,"
Zoom fatigue may be real, but ""Language Lessons"" ventures to show how true connection can come at any time, and through any medium, barriers be damned.
 "
Language Lessons,91,,critic,"
Had the film trusted its self-imposed minimalism a little more, it might have been a lot more successful as a character study.
 "
Language Lessons,91,,critic,"
Films explicitly about the formation of friendships are rare, and Morales and Duplass have fashioned rather a perceptive one...
 "
Language Lessons,91,,critic,"
Slender but sweet.
 "
Language Lessons,91,,critic,"
Morales and Duplass convincingly convey a fluctuating platonic bond, even if Cariño proves the more complex and fleshed-out character at every turn.
 "
Charlatan,91,,critic,"
A strange but hypnotic gay love story sits at the heart of this politically charged pic.
 "
Charlatan,91,,critic,"
The venerable veteran director Agnieszka Holland has made a tasty, if not fully-baked, biographical drama about an obstinate man whose life was as difficult as he was.
 "
Charlatan,91,,critic,"
Charlatan uses Mikoláek as a sort of metaphor for post-war communism in order to ask whether the new regime is really a form of liberation or just a variation on a fascist theme.
 "
Charlatan,91,,critic,"
'Charlatan' asks too many questions it seems unwilling to answer.
 "
Charlatan,91,,critic,"
Jan Mikoláek isn't the only charlatan here, that title also qualifies the makers of this fraud. [Full review in Spanish]
 "
Charlatan,91,,critic,"
Despite the turbulent events of Mikoláek's life, Holland and screenwriter Marek Epstein have produced a remarkably calm film.
 "
Charlatan,91,,critic,"
Polish director Agnieszka Holland has made another fascinating but disjointed biopic about a little-known figure whose story helps to reveal the soul of 20th century Europe.
 "
Charlatan,91,,critic,"
[A] handsome, intelligently questioning but slightly dry biopic.
 "
Charlatan,91,,critic,"
It's easily accessible on a visual level while being remarkably inexpressive on a sub-textual one.
 "
Charlatan,91,,critic,"
A rich psychological puzzle about a compromised political survivor.
 "
Charlatan,91,,critic,"
It is intriguing, if a little frustrating...
 "
Welcome to Chechnya,100,85,audience,Sexual orientation is on the line in this funny documentary!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Welcome to Chechnya,100,85,audience,"Documentarian David France chronicles the anti-gay purges in Chechnya during the late 2010s. LGBT Chechen refugees with the help of hidden cameras give the viewer an inside look at how they get out of Russia through a network of safehouses aided by activists who are trying to shed light on the human rights abuses in Chechnya.  The faces in the film are not real, but they are computer generated because they would not be safe if recognized.  This story should be on national news every day until queer people stop being killed for no reason.  This is a very tough watch and a break or two may be needed just to wrap your mind around what you just saw.  Final Score: 9/10"
Welcome to Chechnya,100,85,audience,"""Welcome to Chechnya"" documents the persecution of gay men and lesbian women in Chechnya, a republic of the Russian Federation. It follows the Moscow Community Center LGBT group and their efforts to shelter gay people in danger, including ""Grisha"" (later revealed to be Maxim Lapunov), an event planner who is not even ethnically Chechnyan. The story is powerful, gripping, and tense, and at times hard to watch, especially when they intercut candid footage of gays being beat up."
Welcome to Chechnya,100,85,audience,"Welcome to Chechnya offers a tragic, intense and important look into the atrocious gay purges happening in this questionable region. The film needed to have more facts in it and it is overly modern in approach, but that still mostly worked as the thriller elements are successfully executed, many scenes here are very suspenseful and moving, and the movie's use of VFX is very strong and unique."
Welcome to Chechnya,100,85,audience,Some of the bravest men and women I have ever seen. A sobering documentary that everyone should see.
Welcome to Chechnya,100,85,audience,"Shocking, infuriating and extremely important. The cruelty experienced by Chechnya’s LGBT community should be known by all who care about human rights and dignity. "
Welcome to Chechnya,100,85,audience,"It's hard to write a review because this is an important subject matter. But I think it was a very poorly made documentary for a very important subject. It was very traumatic to watch because of how it focused on certain very violent, graphic scenes, rather than presenting the subjects as people. I wanted to learn more about the victims, their lives, rather than being force fed horrific videos. Many of the videos should come with a warning - there is a scene of an attempted suicide with graphic video involving blood, there is a very very graphic scene showing a rape happening involving a man. This to me was very concerning, I don't believe this video would have been shown if it was a woman. What does this serve, to show these very graphic videos? There are so many graphic videos online of people being killed, or tortured to the point where it is almost ""porn"" to some people and it encourages desensitization and it is very traumatic to view for people who may have experienced these things or who are sensitive. There are no warnings when you watch the film however, so I am warning you now. I would have rather read about these issues than ever watch this film. I used to work for an international tribunal on genocide and war crimes so I am no stranger to reading about horrific things but I try to understand the issues rather than have graphic imagery being forcefed to me. I did make a donation to the center after watching the film. I hope to learn more about the stories about the people involved in the film from articles or a better made film in the future that doesn't try to reduce the people to graphic scenes. It reminds me of the American version of the movie Traffic that focused on violence and divisiveness versus the British series that actually captured the stories inclusively and explained the situation better."
Welcome to Chechnya,100,85,audience,"The whole world should be aware of this outrage, that nobody knows about.  It's unbelievable that these things keep happening."
